open_addr_hash_table,10000,1.995
open_addr_hash_table,20000,3.184
open_addr_hash_table,30000,3.912
open_addr_hash_table,40000,4.730
open_addr_hash_table,50000,4.629
open_addr_hash_table,60000,3.383
open_addr_hash_table,70000,2.790
open_addr_hash_table,80000,3.949
open_addr_hash_table,90000,3.993
open_addr_hash_table,100000,3.933
open_addr_hash_table,110000,4.832
open_addr_hash_table,120000,4.824
open_addr_hash_table,130000,4.979
open_addr_hash_table,140000,5.439
open_addr_hash_table,150000,9.851
open_addr_hash_table,160000,7.014
open_addr_hash_table,170000,7.046
open_addr_hash_table,180000,7.344
open_addr_hash_table,190000,7.626
open_addr_hash_table,200000,8.120
open_addr_hash_table,210000,8.638
open_addr_hash_table,220000,8.808
open_addr_hash_table,230000,9.198
open_addr_hash_table,240000,12.525
open_addr_hash_table,250000,9.646
open_addr_hash_table,260000,9.834
open_addr_hash_table,270000,10.227
open_addr_hash_table,280000,10.580
open_addr_hash_table,290000,11.094
open_addr_hash_table,300000,13.595
open_addr_hash_table,310000,13.511
open_addr_hash_table,320000,13.779
open_addr_hash_table,330000,13.952
open_addr_hash_table,340000,14.428
open_addr_hash_table,350000,14.710
open_addr_hash_table,360000,15.059
open_addr_hash_table,370000,16.355
open_addr_hash_table,380000,15.650
open_addr_hash_table,390000,16.202
open_addr_hash_table,400000,16.849
open_addr_hash_table,410000,16.714
open_addr_hash_table,420000,17.009
open_addr_hash_table,430000,17.567
open_addr_hash_table,440000,17.821
open_addr_hash_table,450000,17.976
open_addr_hash_table,460000,18.432
open_addr_hash_table,470000,18.749
open_addr_hash_table,480000,19.224
open_addr_hash_table,490000,19.557
open_addr_hash_table,500000,22.079
open_addr_hash_table,510000,20.380
open_addr_hash_table,520000,20.774
open_addr_hash_table,530000,21.156
open_addr_hash_table,540000,21.509
open_addr_hash_table,550000,21.868
open_addr_hash_table,560000,22.482
open_addr_hash_table,570000,22.663
open_addr_hash_table,580000,23.303
open_addr_hash_table,590000,27.185
open_addr_hash_table,600000,27.218
open_addr_hash_table,610000,27.361
open_addr_hash_table,620000,27.766
open_addr_hash_table,630000,28.309
open_addr_hash_table,640000,28.686
open_addr_hash_table,650000,29.080
open_addr_hash_table,660000,30.792
open_addr_hash_table,670000,29.728
open_addr_hash_table,680000,30.059
open_addr_hash_table,690000,30.557
open_addr_hash_table,700000,30.807
open_addr_hash_table,710000,31.329
open_addr_hash_table,720000,31.889
open_addr_hash_table,730000,32.829
open_addr_hash_table,740000,32.270
open_addr_hash_table,750000,32.424
open_addr_hash_table,760000,32.683
open_addr_hash_table,770000,33.112
open_addr_hash_table,780000,33.637
open_addr_hash_table,790000,38.238
open_addr_hash_table,800000,34.142
open_addr_hash_table,810000,34.960
open_addr_hash_table,820000,34.912
open_addr_hash_table,830000,35.529
open_addr_hash_table,840000,36.267
open_addr_hash_table,850000,36.448
open_addr_hash_table,860000,36.579
open_addr_hash_table,870000,36.794
open_addr_hash_table,880000,37.205
open_addr_hash_table,890000,37.730
open_addr_hash_table,900000,42.106
open_addr_hash_table,910000,38.552
open_addr_hash_table,920000,38.755
open_addr_hash_table,930000,39.192
open_addr_hash_table,940000,40.375
open_addr_hash_table,950000,40.878
open_addr_hash_table,960000,40.637
open_addr_hash_table,970000,40.929
open_addr_hash_table,980000,41.116
open_addr_hash_table,990000,41.814
open_addr_hash_table,1000000,42.379
